"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4679","@API E2E - webapi - part 1","","2026-08-02","passed","2026-08-02","","webapi_part1.spec.js","",""
